perro,fecha,min_reposo,min_calma,min_activo,min_intenso,min_sin_datos,min_otros,ladridos_total,ladridos_franjas,ladridos_max_30min,fc_media,fc_min,fc_max,fc_n,fr_media,fr_min,fr_max,fr_n,temp_disp_media,temp_disp_max,dia_semana,es_finde,mes
coco,2026-04-05,866.8833333333286,34.94999999999978,130.8333333333311,0.0,405.6500000000066,1.6833333333333336,119.0,9.0,46.0,65.49732620320856,51.0,80.0,187.0,7.236641221374046,5.0,27.0,131.0,27.58695652173913,34,Sunday,True,4
coco,2026-04-06,833.0833333333304,36.23333333333312,141.41666666666563,0.0,426.68333333334124,2.583333333333333,241.0,13.0,91.0,62.987096774193546,52.0,77.0,155.0,7.401785714285714,5.0,32.0,112.0,26.6875,32,Monday,False,4
coco,2026-04-07,783.766666666662,38.99999999999965,178.45000000000132,0.0,437.0500000000085,1.7333333333333332,354.0,15.0,216.0,68.97446808510638,52.0,84.0,235.0,7.184210526315789,4.0,12.0,114.0,21.133333333333333,32,Tuesday,False,4
coco,2026-04-08,785.6333333333304,45.58333333333268,173.96666666666815,0.0,433.35000000000747,1.4666666666666666,116.0,11.0,46.0,65.56617647058823,53.0,77.0,136.0,6.416666666666667,5.0,10.0,72.0,21.73913043478261,33,Wednesday,False,4
coco,2026-04-09,888.4833333333314,38.56666666666632,145.71666666666582,0.0,366.6000000000071,0.6333333333333333,280.0,12.0,82.0,65.04605263157895,53.0,114.0,152.0,7.333333333333333,4.0,35.0,108.0,29.128205128205128,32,Thursday,False,4
coco,2026-04-10,991.2666666666648,38.11666666666633,120.09999999999805,0.0,287.46666666667227,3.0500000000000003,93.0,8.0,44.0,62.773972602739725,51.0,80.0,146.0,8.786259541984732,4.0,26.0,131.0,28.75,32,Friday,False,4
coco,2026-04-11,854.3833333333309,34.09999999999992,137.8999999999989,0.0,410.800000000009,2.816666666666667,282.0,16.0,129.0,66.4,51.0,84.0,155.0,6.977777777777778,4.0,14.0,90.0,24.235294117647058,28,Saturday,True,4
coco,2026-04-12,999.883333333333,25.900000000000052,107.483333333332,0.0,304.1000000000043,2.6333333333333333,152.0,13.0,43.0,65.34979423868313,53.0,77.0,243.0,7.738095238095238,5.0,26.0,168.0,31.884615384615383,44,Sunday,True,4
coco,2026-04-13,620.2333333333338,23.366666666666752,119.76666666666475,110.56666666666668,564.2000000000027,1.8666666666666667,297.0,16.0,119.0,66.38260869565218,53.0,80.0,115.0,8.021978021978022,6.0,13.0,91.0,20.79310344827586,26,Monday,False,4
coco,2026-04-14,924.5833333333321,40.36666666666624,127.28333333333121,0.0,346.2000000000058,1.5666666666666669,127.0,10.0,51.0,67.98701298701299,51.0,80.0,154.0,8.329268292682928,5.0,31.0,82.0,25.272727272727273,32,Tuesday,False,4
coco,2026-04-15,927.8499999999988,30.56666666666667,122.06666666666466,0.0,357.6500000000065,1.8666666666666667,144.0,7.0,66.0,63.70992366412214,52.0,75.0,131.0,8.865168539325843,5.0,26.0,89.0,29.05263157894737,34,Wednesday,False,4
coco,2026-04-16,849.0833333333303,39.99999999999961,139.13333333333244,0.0,409.68333333334016,2.1,509.0,14.0,187.0,64.92592592592592,53.0,77.0,135.0,9.655737704918034,5.0,26.0,122.0,26.235294117647058,32,Thursday,False,4
coco,2026-04-17,975.8833333333314,29.766666666666666,113.66666666666492,0.0,318.1500000000059,2.533333333333333,69.0,7.0,35.0,63.2962962962963,51.0,77.0,189.0,7.869158878504673,4.0,18.0,107.0,29.923076923076923,33,Friday,False,4
coco,2026-04-18,984.9666666666641,34.68333333333321,114.88333333333172,0.0,303.1833333333378,2.283333333333333,206.0,8.0,91.0,61.79375,51.0,77.0,160.0,7.260162601626016,5.0,15.0,123.0,25.55,33,Saturday,True,4
coco,2026-04-19,878.3166666666641,28.11666666666669,119.43333333333139,2.1,410.61666666667315,1.4166666666666667,306.0,12.0,174.0,64.625,52.0,77.0,48.0,8.54054054054054,7.0,13.0,37.0,28.466666666666665,37,Sunday,True,4
coco,2026-04-20,859.6833333333315,34.31666666666651,136.54999999999833,0.0,407.15000000000725,2.3000000000000003,546.0,12.0,255.0,65.52380952380952,53.0,88.0,168.0,9.034188034188034,5.0,39.0,117.0,27.5,31,Monday,False,4
coco,2026-04-21,940.399999999998,31.949999999999996,116.59999999999816,0.0,348.9666666666738,2.0833333333333335,177.0,10.0,57.0,64.83539094650206,51.0,84.0,243.0,7.0085470085470085,5.0,17.0,117.0,25.133333333333333,31,Tuesday,False,4
coco,2026-04-22,925.1499999999992,37.21666666666644,127.64999999999809,0.0,348.3666666666723,1.6166666666666663,265.0,7.0,145.0,65.07100591715977,51.0,88.0,169.0,8.0561797752809,4.0,26.0,89.0,29.78846153846154,34,Wednesday,False,4
coco,2026-04-23,939.4499999999973,41.31666666666617,124.91666666666484,0.0,332.48333333333846,1.8333333333333333,165.0,8.0,116.0,64.8041958041958,51.0,77.0,143.0,7.928571428571429,5.0,19.0,98.0,28.384615384615383,36,Thursday,False,4
coco,2026-04-24,828.6833333333306,42.416666666666195,150.66666666666612,0.0,417.05000000000723,1.1833333333333333,70.0,11.0,32.0,65.6260162601626,51.0,84.0,123.0,7.476190476190476,5.0,16.0,63.0,24.75,28,Friday,False,4
coco,2026-04-25,1029.4499999999978,36.466666666666384,111.16666666666498,0.0,262.0000000000042,0.9166666666666666,46.0,6.0,22.0,66.25,52.0,77.0,176.0,6.9763779527559056,5.0,13.0,127.0,26.457142857142856,31,Saturday,True,4
coco,2026-04-26,1102.9833333333313,31.26666666666658,87.24999999999932,0.0,217.70000000000306,0.7999999999999999,23.0,6.0,10.0,61.920212765957444,51.0,77.0,188.0,8.10179640718563,5.0,26.0,167.0,31.41176470588235,35,Sunday,True,4
coco,2026-04-27,833.9499999999988,39.7999999999995,142.6666666666652,0.0,422.7000000000077,0.8833333333333333,179.0,11.0,154.0,63.99337748344371,51.0,77.0,151.0,7.619565217391305,5.0,26.0,92.0,29.25,33,Monday,False,4
coco,2026-04-28,944.9999999999978,37.833333333333,125.28333333333129,0.0,331.2666666666723,0.6166666666666667,176.0,9.0,84.0,61.0125786163522,51.0,80.0,159.0,7.242990654205608,4.0,11.0,107.0,27.36,34,Tuesday,False,4
coco,2026-04-29,989.0333333333292,38.66666666666641,139.6833333333325,0.0,271.9000000000058,0.7166666666666667,84.0,6.0,38.0,64.31683168316832,51.0,80.0,202.0,6.743119266055046,5.0,19.0,109.0,23.666666666666668,33,Wednesday,False,4
coco,2026-04-30,941.6666666666644,37.14999999999964,117.3333333333313,0.0,343.03333333333785,0.8166666666666667,211.0,8.0,130.0,62.47761194029851,51.0,76.0,134.0,7.380530973451328,5.0,27.0,113.0,26.8,32,Thursday,False,4
coco,2026-05-01,839.2666666666631,42.333333333332796,131.31666666666473,0.0,426.28333333333893,0.8,318.0,14.0,91.0,65.10309278350516,51.0,107.0,97.0,8.712871287128714,4.0,19.0,101.0,27.0,35,Friday,False,5
coco,2026-05-02,913.2833333333307,35.74999999999992,149.3833333333327,0.0,341.21666666667267,0.36666666666666664,89.0,8.0,37.0,62.51977401129943,52.0,80.0,177.0,7.24375,5.0,13.0,160.0,24.2,32,Saturday,True,5
coco,2026-05-03,999.1999999999985,33.86666666666661,129.19999999999828,0.0,277.45000000000516,0.2833333333333333,72.0,4.0,64.0,66.73366834170854,51.0,80.0,199.0,7.6722689075630255,5.0,22.0,119.0,26.2,37,Sunday,True,5
coco,2026-05-04,827.783333333327,45.64999999999943,160.60000000000002,0.0,404.4166666666728,1.55,220.0,14.0,60.0,67.53932584269663,54.0,80.0,178.0,7.658333333333333,5.0,21.0,120.0,21.9,36,Monday,False,5
coco,2026-05-05,961.4499999999967,33.549999999999926,132.79999999999865,0.0,311.78333333333927,0.41666666666666663,128.0,9.0,48.0,69.65416666666667,54.0,107.0,240.0,9.902542372881356,6.0,30.0,236.0,25.377777777777776,29,Tuesday,False,5
coco,2026-05-06,870.5999999999973,36.1333333333331,142.3833333333319,0.0,390.0666666666738,0.8166666666666667,406.0,17.0,186.0,65.17293233082707,51.0,92.0,133.0,9.597156398104266,5.0,20.0,211.0,23.741935483870968,30,Wednesday,False,5
coco,2026-05-07,975.3999999999971,28.2666666666667,114.6166666666648,0.0,321.28333333333927,0.43333333333333335,283.0,10.0,137.0,65.54679802955665,52.0,101.0,203.0,9.226480836236934,5.0,22.0,287.0,26.352941176470587,32,Thursday,False,5
coco,2026-05-08,912.9833333333287,40.19999999999957,150.86666666666645,0.0,335.1333333333406,0.8166666666666667,305.0,12.0,127.0,67.77586206896552,52.0,86.0,232.0,8.773148148148149,5.0,21.0,216.0,19.5,28,Friday,False,5
coco,2026-05-09,891.533333333329,39.01666666666637,163.56666666666703,0.0,345.1500000000066,0.7333333333333333,43.0,6.0,19.0,70.38679245283019,52.0,96.0,212.0,9.071428571428571,5.0,26.0,238.0,17.666666666666668,23,Saturday,True,5
coco,2026-05-10,974.0833333333306,32.48333333333325,130.21666666666496,0.0,302.5833333333382,0.6333333333333334,435.0,10.0,225.0,69.15450643776823,53.0,99.0,233.0,9.860714285714286,5.0,32.0,280.0,21.25,27,Sunday,True,5
coco,2026-05-11,850.916666666661,38.06666666666639,158.61666666666684,0.0,391.5500000000083,0.8500000000000001,624.0,17.0,250.0,75.41025641025641,53.0,114.0,156.0,11.248148148148148,5.0,21.0,270.0,20.833333333333332,36,Monday,False,5
coco,2026-05-12,1008.9166666666639,30.10000000000006,128.1166666666648,0.0,271.883333333339,0.9833333333333334,81.0,9.0,62.0,64.9098712446352,51.0,92.0,233.0,10.154098360655738,6.0,25.0,305.0,21.25,25,Tuesday,False,5
coco,2026-05-13,932.5499999999968,35.616666666666454,146.51666666666543,0.0,325.03333333334086,0.2833333333333333,276.0,11.0,125.0,62.791044776119406,51.0,84.0,201.0,8.027027027027026,4.0,32.0,185.0,32.73913043478261,45,Wednesday,False,5
coco,2026-05-14,471.3000000000005,23.783333333333474,97.06666666666572,0.21666666666666667,847.0833333333005,0.5499999999999999,327.0,11.0,120.0,59.604166666666664,51.0,72.0,48.0,9.055555555555555,5.0,30.0,72.0,23.483333333333334,36,Thursday,False,5
coco,2026-05-15,1010.549999999998,24.51666666666671,109.84999999999839,0.0,294.7000000000055,0.3833333333333333,411.0,16.0,163.0,62.078947368421055,51.0,77.0,190.0,7.751219512195122,5.0,24.0,205.0,21.666666666666668,35,Friday,False,5
coco,2026-05-16,947.449999999996,34.01666666666649,128.73333333333136,0.0,329.26666666667177,0.5333333333333333,483.0,14.0,152.0,62.92413793103448,52.0,77.0,145.0,8.133333333333333,5.0,39.0,135.0,27.235294117647058,36,Saturday,True,5
coco,2026-05-17,909.3666666666657,33.033333333333275,150.616666666667,0.0,346.4333333333414,0.5499999999999999,118.0,9.0,32.0,63.2969696969697,51.0,88.0,165.0,8.893491124260356,4.0,22.0,169.0,24.285714285714285,28,Sunday,True,5
coco,2026-05-18,929.8999999999986,35.04999999999981,140.56666666666553,0.0,333.6000000000064,0.8833333333333333,195.0,14.0,60.0,64.63054187192118,52.0,84.0,203.0,8.630331753554502,5.0,24.0,211.0,27.533333333333335,29,Monday,False,5
coco,2026-05-19,824.5666666666659,31.233333333333263,150.41666666666657,0.0,432.26666666667603,1.516666666666667,345.0,13.0,223.0,65.53246753246754,52.0,77.0,154.0,9.0,5.0,31.0,157.0,27.565217391304348,33,Tuesday,False,5
coco,2026-05-20,979.6999999999982,29.04999999999996,111.31666666666533,0.0,317.86666666667264,2.0666666666666673,175.0,10.0,74.0,62.34306569343066,51.0,80.0,137.0,9.048309178743962,6.0,25.0,207.0,31.79310344827586,35,Wednesday,False,5
coco,2026-05-21,935.9666666666631,29.38333333333329,109.58333333333181,0.0,363.483333333339,1.5833333333333335,187.0,11.0,58.0,59.869565217391305,51.0,72.0,161.0,7.850574712643678,5.0,21.0,174.0,32.08,35,Thursday,False,5
coco,2026-05-22,1076.4666666666647,24.933333333333437,79.81666666666621,0.0,257.56666666667036,1.216666666666667,68.0,3.0,56.0,61.50322580645161,51.0,80.0,155.0,9.409090909090908,4.0,39.0,176.0,30.666666666666668,34,Friday,False,5
coco,2026-05-23,891.8999999999979,26.266666666666683,114.6333333333315,0.0,406.0333333333407,1.166666666666667,176.0,9.0,71.0,58.910714285714285,51.0,75.0,168.0,7.27906976744186,4.0,15.0,172.0,30.91304347826087,32,Saturday,True,5
coco,2026-05-24,947.2999999999975,30.716666666666672,119.21666666666493,0.0,341.4166666666724,1.3499999999999999,376.0,8.0,95.0,61.785714285714285,51.0,72.0,154.0,7.545454545454546,5.0,15.0,165.0,30.44,33,Sunday,True,5
coco,2026-05-25,945.5999999999972,28.516666666666648,118.24999999999831,0.0,346.01666666667296,1.616666666666667,229.0,12.0,99.0,62.78172588832487,51.0,114.0,197.0,8.089887640449438,5.0,26.0,178.0,30.52,35,Monday,False,5
coco,2026-05-26,930.766666666665,25.88333333333334,114.04999999999842,0.0,366.85000000000537,2.45,410.0,14.0,148.0,62.75373134328358,51.0,80.0,134.0,9.591549295774648,5.0,26.0,213.0,32.93333333333333,35,Tuesday,False,5
coco,2026-05-27,1014.8666666666645,28.200000000000045,111.21666666666515,0.0,283.5500000000053,2.1666666666666665,83.0,11.0,29.0,64.92093023255813,51.0,92.0,215.0,9.458498023715414,5.0,22.0,253.0,33.05555555555556,36,Wednesday,False,5
coco,2026-05-28,1033.4833333333308,27.1666666666667,102.63333333333209,0.0,275.03333333333825,1.6833333333333333,215.0,10.0,71.0,60.2578125,51.0,92.0,128.0,9.3,5.0,25.0,240.0,33.57142857142857,37,Thursday,False,5
coco,2026-05-29,1006.0499999999988,24.100000000000037,104.26666666666503,0.0,304.3500000000049,1.2333333333333332,193.0,6.0,111.0,61.5819209039548,51.0,84.0,177.0,10.14391143911439,5.0,27.0,271.0,31.205882352941178,34,Friday,False,5
coco,2026-05-30,1009.449999999998,23.46666666666679,98.81666666666557,0.0,306.60000000000537,1.6666666666666665,40.0,4.0,29.0,59.11538461538461,51.0,77.0,104.0,9.29889298892989,6.0,26.0,271.0,34.30769230769231,37,Saturday,True,5
coco,2026-05-31,975.3999999999976,24.816666666666727,110.54999999999848,0.0,327.26666666667273,1.966666666666667,185.0,5.0,112.0,58.57692307692308,51.0,92.0,130.0,9.04368932038835,5.0,22.0,206.0,32.026315789473685,35,Sunday,True,5
coco,2026-06-01,956.416666666664,29.866666666666664,123.76666666666468,0.0,327.55000000000695,2.4,253.0,17.0,88.0,61.18840579710145,51.0,80.0,138.0,9.951219512195122,5.0,27.0,246.0,31.533333333333335,38,Monday,False,6
coco,2026-06-02,905.9333333333304,24.250000000000057,117.1999999999982,0.0,390.15000000000697,2.466666666666667,543.0,12.0,169.0,61.144329896907216,51.0,94.0,97.0,11.144444444444444,5.0,32.0,270.0,30.583333333333332,35,Tuesday,False,6
coco,2026-06-03,994.9833333333312,26.266666666666723,111.19999999999864,0.0,307.0333333333376,0.5166666666666667,199.0,8.0,99.0,59.060402684563755,51.0,70.0,149.0,8.875536480686696,5.0,20.0,233.0,31.29032258064516,34,Wednesday,False,6
coco,2026-06-04,886.8333333333312,28.000000000000004,124.149999999998,20.566666666666666,378.7833333333415,1.6666666666666667,207.0,13.0,102.0,60.01470588235294,51.0,84.0,136.0,9.045871559633028,5.0,19.0,218.0,34.56,45,Thursday,False,6
coco,2026-06-05,496.1000000000012,21.36666666666679,98.91666666666549,0.0,822.5999999999678,1.0166666666666668,108.0,9.0,42.0,63.19047619047619,51.0,77.0,63.0,8.693181818181818,7.0,26.0,88.0,27.03846153846154,31,Friday,False,6
coco,2026-06-06,996.2666666666659,25.083333333333375,114.96666666666484,0.0,302.6333333333395,1.05,317.0,13.0,103.0,60.611464968152866,51.0,88.0,157.0,8.39763779527559,5.0,30.0,254.0,30.181818181818183,34,Saturday,True,6
coco,2026-06-07,1003.3333333333322,26.383333333333344,117.39999999999831,0.0,290.45000000000596,2.433333333333333,74.0,8.0,27.0,58.621212121212125,51.0,70.0,198.0,7.878640776699029,5.0,18.0,206.0,32.0,37,Sunday,True,6
coco,2026-06-08,969.6499999999975,28.716666666666693,112.56666666666507,0.0,326.9333333333386,2.1333333333333333,127.0,11.0,82.0,61.276595744680854,51.0,72.0,141.0,8.188340807174887,6.0,15.0,223.0,33.6,36,Monday,False,6
coco,2026-06-09,945.6333333333318,22.85000000000008,107.88333333333189,0.0,362.11666666667287,1.5166666666666668,101.0,9.0,61.0,57.846715328467155,51.0,75.0,137.0,7.350785340314136,5.0,15.0,191.0,26.0,31,Tuesday,False,6
coco,2026-06-10,954.6333333333299,26.566666666666727,115.56666666666499,0.0,341.38333333333895,1.85,28.0,8.0,13.0,58.4468085106383,51.0,75.0,141.0,7.248780487804878,5.0,16.0,205.0,34.0,37,Wednesday,False,6
coco,2026-06-11,1006.6666666666644,23.516666666666726,98.73333333333211,0.0,309.08333333333877,2.0,67.0,4.0,43.0,59.34710743801653,51.0,80.0,121.0,7.674157303370786,5.0,16.0,178.0,27.666666666666668,34,Thursday,False,6
coco,2026-06-12,930.4333333333327,25.84999999999999,134.199999999999,0.0,348.71666666667335,0.8,107.0,6.0,71.0,59.46067415730337,51.0,77.0,89.0,7.752688172043011,5.0,17.0,186.0,29.91304347826087,34,Friday,False,6
coco,2026-06-13,990.6666666666638,26.56666666666672,108.9499999999988,0.0,311.86666666667037,1.9500000000000002,50.0,5.0,26.0,57.55670103092783,51.0,75.0,97.0,8.15695067264574,5.0,32.0,223.0,32.5,38,Saturday,True,6
coco,2026-06-14,1013.0499999999975,27.26666666666672,108.39999999999841,0.0,288.83333333333877,2.45,71.0,7.0,38.0,58.425196850393704,51.0,77.0,127.0,7.67741935483871,5.0,16.0,155.0,33.68181818181818,39,Sunday,True,6
coco,2026-06-15,965.9999999999983,28.26666666666669,116.23333333333156,0.0,327.2166666666733,2.2833333333333328,184.0,12.0,44.0,58.817567567567565,51.0,80.0,148.0,7.9156626506024095,5.0,26.0,166.0,32.03333333333333,36,Monday,False,6
coco,2026-06-16,961.7333333333299,32.93333333333319,130.13333333333134,0.0,313.7333333333401,1.4666666666666668,189.0,12.0,50.0,59.01775147928994,51.0,75.0,169.0,7.091428571428572,5.0,12.0,175.0,35.714285714285715,40,Tuesday,False,6
coco,2026-06-17,945.1666666666645,30.683333333333273,129.7833333333312,0.0,331.4166666666718,2.95,115.0,13.0,22.0,60.478873239436616,51.0,80.0,142.0,8.842105263157896,5.0,22.0,133.0,33.06666666666667,36,Wednesday,False,6
coco,2026-06-18,1122.9833333333318,19.53333333333345,85.44999999999928,0.0,210.66666666666947,1.3666666666666667,123.0,7.0,69.0,61.82089552238806,51.0,84.0,201.0,8.845614035087719,5.0,22.0,285.0,31.88888888888889,33,Thursday,False,6
coco,2026-06-19,921.3166666666649,27.26666666666669,117.74999999999837,0.0,371.3666666666734,2.3000000000000007,84.0,11.0,36.0,59.5625,51.0,77.0,112.0,8.56043956043956,5.0,22.0,182.0,30.94736842105263,34,Friday,False,6
coco,2026-06-20,1034.716666666664,25.083333333333407,99.23333333333214,0.0,278.56666666667195,2.4,64.0,9.0,36.0,57.085470085470085,51.0,67.0,117.0,8.48447204968944,5.0,26.0,161.0,34.07692307692308,36,Saturday,True,6
coco,2026-06-21,959.6999999999978,30.416666666666632,125.26666666666452,0.0,323.4666666666718,1.1500000000000001,32.0,5.0,24.0,58.128,51.0,70.0,125.0,8.16042780748663,5.0,33.0,187.0,35.10344827586207,38,Sunday,True,6
coco,2026-06-22,973.9666666666649,29.349999999999987,119.03333333333147,0.0,315.93333333333896,1.7166666666666666,74.0,8.0,43.0,58.320388349514566,51.0,70.0,103.0,8.071428571428571,5.0,21.0,182.0,34.63157894736842,37,Monday,False,6
coco,2026-06-23,1030.6666666666652,25.033333333333378,110.39999999999836,0.0,272.30000000000507,1.6000000000000003,119.0,12.0,30.0,55.78125,51.0,73.0,128.0,8.270531400966183,5.0,39.0,207.0,33.416666666666664,37,Tuesday,False,6
coco,2026-06-24,902.133333333332,27.966666666666693,116.71666666666464,0.0,390.4000000000057,2.7833333333333337,475.0,17.0,141.0,57.97979797979798,51.0,96.0,99.0,8.938271604938272,5.0,30.0,162.0,33.806451612903224,39,Wednesday,False,6
coco,2026-06-25,918.8166666666627,33.48333333333318,133.3499999999983,0.0,350.8500000000069,3.5,69.0,13.0,21.0,56.80681818181818,51.0,84.0,88.0,7.421052631578948,5.0,25.0,133.0,31.566666666666666,34,Thursday,False,6
coco,2026-06-26,976.3999999999977,26.516666666666698,103.31666666666509,0.0,331.1833333333393,2.5833333333333335,187.0,15.0,65.0,59.01190476190476,51.0,77.0,84.0,9.155688622754491,5.0,20.0,167.0,31.0,34,Friday,False,6
coco,2026-06-27,897.9999999999982,28.33333333333335,105.88333333333192,0.0,406.56666666667365,1.2166666666666666,41.0,8.0,21.0,57.41121495327103,50.0,67.0,107.0,9.151515151515152,5.0,23.0,165.0,39.22727272727273,46,Saturday,True,6
coco,2026-06-28,893.5666666666649,35.183333333333124,140.21666666666547,0.0,369.38333333333935,1.6500000000000001,110.0,10.0,47.0,59.44347826086957,51.0,77.0,115.0,7.82122905027933,5.0,15.0,179.0,30.526315789473685,33,Sunday,True,6
coco,2026-06-29,958.616666666665,29.34999999999997,116.28333333333138,0.0,334.1000000000062,1.6500000000000001,158.0,10.0,57.0,57.61764705882353,51.0,77.0,136.0,9.610294117647058,4.0,27.0,136.0,29.94736842105263,35,Monday,False,6
coco,2026-06-30,950.9500000000005,28.95000000000002,124.46666666666466,0.0,334.4166666666735,1.2166666666666666,437.0,10.0,181.0,57.13385826771653,51.0,72.0,127.0,9.215568862275449,5.0,22.0,167.0,31.25,34,Tuesday,False,6
coco,2026-07-01,948.7833333333299,31.033333333333378,135.0166666666654,0.0,323.16666666667277,2.0,262.0,14.0,76.0,57.98823529411764,51.0,72.0,85.0,9.303867403314918,5.0,22.0,181.0,32.85,36,Wednesday,False,7
coco,2026-07-02,894.6833333333336,32.616666666666596,139.46666666666493,0.0,372.5166666666745,0.7166666666666667,407.0,17.0,125.0,61.321739130434786,51.0,92.0,115.0,8.433333333333334,6.0,31.0,180.0,31.541666666666668,35,Thursday,False,7
coco,2026-07-03,987.0999999999997,35.88333333333315,152.34999999999977,0.0,263.43333333333857,1.2333333333333334,152.0,9.0,45.0,59.927927927927925,51.0,80.0,111.0,8.699029126213592,5.0,32.0,206.0,32.69230769230769,35,Friday,False,7
coco,2026-07-04,992.566666666666,28.96666666666665,135.33333333333167,0.0,281.65000000000595,1.4833333333333332,152.0,8.0,58.0,60.13178294573643,51.0,80.0,129.0,8.708333333333334,5.0,31.0,240.0,35.285714285714285,36,Saturday,True,7
coco,2026-07-05,956.7666666666682,32.916666666666565,142.66666666666535,0.0,306.366666666672,1.2833333333333334,403.0,11.0,152.0,66.20103092783505,51.0,114.0,194.0,8.104972375690608,6.0,30.0,181.0,33.8125,36,Sunday,True,7
coco,2026-07-06,954.7999999999977,32.0333333333333,134.98333333333125,0.0,316.8833333333391,1.3,312.0,12.0,94.0,60.77870216306157,42.0,92.0,601.0,11.787755102040816,6.0,35.0,245.0,32.0,35,Monday,False,7
coco,2026-07-07,935.3166666666655,32.983333333333256,140.4166666666657,0.0,330.2166666666746,1.0666666666666669,345.0,11.0,153.0,60.81977671451356,42.0,110.0,627.0,9.948356807511738,5.0,39.0,213.0,32.07692307692308,35,Tuesday,False,7
coco,2026-07-08,925.9499999999982,32.033333333333296,147.54999999999944,0.0,334.1333333333417,0.33333333333333337,440.0,14.0,208.0,65.01162790697674,44.0,118.0,516.0,12.155303030303031,6.0,39.0,264.0,33.94736842105263,37,Wednesday,False,7
coco,2026-07-09,1040.7166666666644,23.616666666666756,103.0999999999987,0.0,271.8166666666718,0.75,357.0,9.0,208.0,63.209726443769,42.0,118.0,658.0,11.78,6.0,39.0,300.0,32.407407407407405,35,Thursday,False,7
coco,2026-07-10,969.9333333333323,28.299999999999986,124.28333333333114,0.0,316.650000000005,0.8333333333333334,290.0,10.0,245.0,62.045731707317074,44.0,108.0,656.0,10.518939393939394,6.0,39.0,264.0,32.60526315789474,35,Friday,False,7
coco,2026-07-11,1051.1499999999978,20.700000000000166,88.4166666666658,0.0,278.1666666666706,1.5666666666666667,279.0,8.0,221.0,61.48444444444444,42.0,94.0,675.0,10.032520325203253,6.0,35.0,246.0,31.285714285714285,34,Saturday,True,7
coco,2026-07-12,910.1333333333293,29.849999999999984,154.46666666666667,0.0,344.9000000000067,0.65,127.0,9.0,35.0,61.414529914529915,44.0,98.0,468.0,10.446902654867257,5.0,27.0,226.0,32.86486486486486,35,Sunday,True,7
coco,2026-07-13,963.0666666666659,28.150000000000027,131.849999999998,0.0,315.3000000000064,1.6333333333333335,261.0,12.0,104.0,60.241820768136556,42.0,90.0,703.0,10.285714285714286,6.0,33.0,280.0,31.464285714285715,34,Monday,False,7
coco,2026-07-14,949.3500000000001,29.999999999999996,127.93333333333088,0.0,332.03333333333893,0.6833333333333333,504.0,15.0,182.0,61.583333333333336,46.0,110.0,552.0,10.45,6.0,39.0,240.0,31.0,36,Tuesday,False,7
coco,2026-07-15,936.7333333333315,36.033333333333076,151.96666666666616,0.0,313.71666666667386,1.5499999999999998,115.0,12.0,34.0,60.51826086956522,42.0,122.0,575.0,10.118181818181819,6.0,31.0,220.0,33.029411764705884,38,Wednesday,False,7
coco,2026-07-16,935.0666666666666,31.999999999999975,135.08333333333175,0.0,336.3000000000066,1.5500000000000003,307.0,12.0,87.0,60.07729468599034,42.0,108.0,621.0,10.384615384615385,6.0,28.0,273.0,32.27906976744186,38,Thursday,False,7
coco,2026-07-17,974.899999999999,31.91666666666661,131.28333333333129,0.0,300.633333333338,1.2666666666666666,282.0,7.0,184.0,60.733333333333334,46.0,94.0,510.0,10.742489270386265,6.0,30.0,233.0,32.11764705882353,34,Friday,False,7
coco,2026-07-18,1056.0333333333303,22.0333333333334,91.49999999999913,0.0,268.96666666667045,1.4666666666666666,124.0,7.0,110.0,62.27906976744186,46.0,122.0,645.0,9.36996336996337,6.0,30.0,273.0,31.291666666666668,36,Saturday,True,7
coco,2026-07-19,749.8666666666675,25.93333333333333,101.44999999999864,0.0,561.9999999999975,0.7500000000000001,159.0,7.0,122.0,58.97425742574257,42.0,94.0,505.0,10.601449275362318,5.0,32.0,138.0,35.244897959183675,46,Sunday,True,7
coco,2026-07-20,1008.0499999999987,27.283333333333363,122.19999999999814,0.0,280.06666666667246,2.4,272.0,11.0,168.0,60.62560777957861,44.0,112.0,617.0,10.448529411764707,6.0,37.0,272.0,29.333333333333332,35,Monday,False,7
coco,2026-07-21,961.6999999999991,27.733333333333338,126.18333333333155,0.0,322.38333333333844,1.9999999999999998,393.0,12.0,136.0,61.8477508650519,46.0,126.0,578.0,12.433333333333334,6.0,39.0,270.0,34.0,36,Tuesday,False,7
coco,2026-07-22,946.1166666666652,34.233333333333164,141.3333333333318,0.0,316.40000000000606,1.9166666666666665,154.0,14.0,46.0,61.45646437994723,42.0,112.0,379.0,12.3125,6.0,30.0,240.0,33.0,35,Wednesday,False,7
coco,2026-07-23,819.8499999999989,13.366666666666786,53.23333333333331,0.0,552.716666666666,0.8333333333333333,143.0,10.0,64.0,64.80677966101695,42.0,112.0,590.0,13.014792899408285,6.0,35.0,338.0,31.636363636363637,33,Thursday,False,7
coco,2026-07-24,821.016666666665,34.91666666666651,142.54999999999905,0.0,439.80000000000985,1.7166666666666668,267.0,11.0,113.0,73.31130434782608,44.0,110.0,575.0,15.697127937336814,8.0,35.0,383.0,31.741935483870968,34,Friday,False,7
coco,2026-07-25,1002.2166666666625,30.900000000000013,132.31666666666518,0.0,272.40000000000646,2.1666666666666665,109.0,12.0,34.0,63.86836935166994,46.0,96.0,1018.0,10.652631578947368,7.0,22.0,380.0,28.0,32,Saturday,True,7
