perro,fecha,min_reposo,min_calma,min_activo,min_intenso,min_sin_datos,min_otros,ladridos_total,ladridos_franjas,ladridos_max_30min,fc_media,fc_min,fc_max,fc_n,fr_media,fr_min,fr_max,fr_n,temp_disp_media,temp_disp_max,dia_semana,es_finde,mes
kiwi,2025-12-25,890.0999999999985,85.8833333333323,118.74999999999766,0.0,345.26666666667387,0.0,,,,56.46341463414634,50.0,81.0,41.0,6.159090909090909,4.0,9.0,88.0,22.066666666666666,40,Thursday,False,12
kiwi,2025-12-26,763.4166666666678,121.91666666666444,148.46666666666613,0.0,406.20000000000874,0.0,,,,54.578947368421055,50.0,70.0,38.0,6.245614035087719,4.0,9.0,57.0,13.157894736842104,45,Friday,False,12
kiwi,2025-12-27,898.9166666666653,117.31666666666435,132.31666666666425,0.0,291.4500000000076,0.0,,,,54.81481481481482,50.0,63.0,27.0,6.607142857142857,5.0,14.0,84.0,26.46153846153846,47,Saturday,True,12
kiwi,2025-12-28,767.2166666666624,114.74999999999775,161.25000000000122,0.0,396.7833333333419,0.0,,,,56.21739130434783,50.0,72.0,23.0,6.126760563380282,4.0,8.0,71.0,17.257142857142856,34,Sunday,True,12
kiwi,2025-12-29,807.6500000000017,114.73333333333134,138.16666666666507,0.0,379.4500000000092,0.0,,,,57.294117647058826,50.0,78.0,34.0,6.457831325301205,4.0,9.0,83.0,18.48148148148148,45,Monday,False,12
kiwi,2025-12-30,776.0833333333348,95.41666666666522,131.16666666666447,0.0,437.33333333334195,0.0,,,,54.77777777777778,50.0,65.0,27.0,6.8979591836734695,4.0,16.0,98.0,18.5,41,Tuesday,False,12
kiwi,2025-12-31,740.766666666668,125.8666666666641,166.9833333333342,0.0,406.38333333334197,0.0,,,,55.333333333333336,50.0,65.0,15.0,7.438356164383562,4.0,10.0,73.0,18.88679245283019,42,Wednesday,False,12
kiwi,2026-01-01,744.5499999999973,84.21666666666555,131.51666666666455,0.0,479.71666666667267,0.0,,,,53.93846153846154,50.0,67.0,65.0,6.777777777777778,5.0,15.0,81.0,14.153846153846153,39,Thursday,False,1
kiwi,2026-01-02,935.1333333333321,87.08333333333226,96.84999999999832,0.0,320.9333333333396,0.0,,,,53.41379310344828,50.0,63.0,29.0,5.962025316455696,4.0,11.0,79.0,19.526315789473685,35,Friday,False,1
kiwi,2026-01-03,766.9499999999969,116.29999999999794,154.68333333333376,0.0,402.066666666674,0.0,,,,67.05,50.0,110.0,20.0,7.676923076923077,4.0,12.0,65.0,20.9375,42,Saturday,True,1
kiwi,2026-01-04,898.9499999999972,99.49999999999842,114.56666666666418,0.0,326.98333333334,0.0,,,,65.48837209302326,50.0,110.0,43.0,8.451807228915662,6.0,15.0,166.0,21.529411764705884,32,Sunday,True,1
kiwi,2026-01-05,851.7166666666634,97.09999999999832,121.69999999999736,0.0,369.48333333334,0.0,,,,54.56521739130435,50.0,65.0,23.0,7.13265306122449,4.0,16.0,98.0,22.666666666666668,35,Monday,False,1
kiwi,2026-01-06,941.4833333333323,75.13333333333286,97.48333333333181,0.0,325.9000000000056,0.0,,,,55.39393939393939,50.0,67.0,33.0,6.404761904761905,4.0,13.0,84.0,17.833333333333332,31,Tuesday,False,1
kiwi,2026-01-07,895.9499999999985,109.2333333333315,118.89999999999749,0.0,315.9166666666751,0.0,,,,54.904761904761905,50.0,65.0,21.0,6.781818181818182,5.0,9.0,55.0,23.214285714285715,37,Wednesday,False,1
kiwi,2026-01-08,899.4499999999972,109.14999999999797,120.91666666666409,0.0,310.483333333341,0.0,,,,54.166666666666664,50.0,61.0,12.0,5.8125,5.0,7.0,32.0,16.272727272727273,34,Thursday,False,1
kiwi,2026-01-09,865.0666666666651,124.16666666666409,126.56666666666379,0.0,324.2000000000066,0.0,,,,54.88235294117647,50.0,63.0,17.0,6.527272727272727,4.0,14.0,55.0,16.733333333333334,30,Friday,False,1
kiwi,2026-01-10,904.9333333333311,101.4833333333317,119.13333333333077,0.0,314.45000000000704,0.0,,,,56.3125,50.0,78.0,32.0,6.441860465116279,5.0,8.0,43.0,16.0,34,Saturday,True,1
kiwi,2026-01-11,835.0499999999963,105.51666666666458,150.4666666666668,0.0,348.96666666667386,0.0,,,,54.5,50.0,65.0,14.0,6.05,5.0,8.0,60.0,15.9,35,Sunday,True,1
kiwi,2026-01-12,781.3833333333323,137.06666666666462,161.05000000000064,0.0,360.5000000000087,0.0,,,,56.625,51.0,65.0,8.0,7.2,4.0,18.0,25.0,17.071428571428573,37,Monday,False,1
kiwi,2026-01-13,922.0166666666629,109.83333333333113,128.94999999999723,0.0,279.2000000000076,0.0,,,,56.333333333333336,50.0,75.0,21.0,6.59375,4.0,12.0,64.0,19.733333333333334,33,Tuesday,False,1
kiwi,2026-01-14,989.9333333333312,102.13333333333166,115.38333333333091,0.0,232.5500000000059,0.0,,,,54.578947368421055,50.0,67.0,19.0,6.032786885245901,4.0,9.0,61.0,22.470588235294116,40,Wednesday,False,1
kiwi,2026-01-15,854.6166666666654,108.99999999999811,132.29999999999774,0.0,344.0833333333419,0.0,,,,56.935483870967744,50.0,98.0,31.0,7.174418604651163,4.0,13.0,86.0,19.583333333333332,42,Thursday,False,1
kiwi,2026-01-16,896.6999999999992,106.86666666666504,125.1499999999973,0.0,311.2833333333404,0.0,,,,54.022222222222226,50.0,61.0,45.0,6.515789473684211,5.0,15.0,95.0,19.896551724137932,35,Friday,False,1
kiwi,2026-01-17,910.9499999999973,118.6666666666647,127.94999999999739,0.0,282.43333333334,0.0,,,,54.69565217391305,50.0,63.0,23.0,6.0344827586206895,4.0,9.0,87.0,14.857142857142858,22,Saturday,True,1
kiwi,2026-01-18,842.049999999998,108.81666666666484,133.33333333333127,0.0,355.80000000000933,0.0,,,,57.421052631578945,50.0,70.0,38.0,6.372881355932203,4.0,10.0,59.0,16.12,34,Sunday,True,1
kiwi,2026-01-19,874.3499999999963,99.51666666666507,129.11666666666412,0.0,337.0166666666746,0.0,,,,58.92857142857143,50.0,78.0,56.0,5.863636363636363,3.0,9.0,66.0,14.0625,18,Monday,False,1
kiwi,2026-01-20,912.5999999999982,86.33333333333219,120.03333333333093,0.0,321.03333333333944,0.0,,,,55.34146341463415,50.0,75.0,41.0,6.075757575757576,3.0,15.0,66.0,21.75,34,Tuesday,False,1
kiwi,2026-01-21,862.999999999999,127.29999999999752,144.23333333333193,0.0,305.46666666667414,0.0,,,,57.52542372881356,50.0,81.0,59.0,6.1375,4.0,10.0,80.0,19.157894736842106,33,Wednesday,False,1
kiwi,2026-01-22,948.2499999999974,94.44999999999868,116.74999999999773,0.0,280.55000000000757,0.0,,,,55.285714285714285,50.0,78.0,28.0,6.228571428571429,4.0,17.0,70.0,27.166666666666668,41,Thursday,False,1
kiwi,2026-01-23,851.4833333333326,105.54999999999811,129.66666666666424,0.0,353.30000000000825,0.0,,,,57.25,51.0,70.0,16.0,6.543859649122807,4.0,10.0,57.0,21.657894736842106,42,Friday,False,1
kiwi,2026-01-24,444.4999999999998,24.933333333333398,17.25000000000005,0.0,953.3166666666667,0.0,,,,51.0,51.0,51.0,1.0,5.4375,4.0,10.0,16.0,38.333333333333336,41,Saturday,True,1
kiwi,2026-01-25,0.0,0.0,0.0,88.33333333333333,1351.6666666666667,0.0,,,,,,,,,,,,35.75,39,Sunday,True,1
kiwi,2026-01-26,579.8000000000017,88.19999999999908,103.06666666666482,0.0,668.9333333333146,0.0,,,,54.785714285714285,50.0,65.0,14.0,6.239130434782608,5.0,8.0,46.0,29.41304347826087,42,Monday,False,1
kiwi,2026-01-27,929.7833333333317,93.69999999999868,119.29999999999762,0.0,297.21666666667437,0.0,,,,54.743589743589745,50.0,63.0,39.0,5.802083333333333,4.0,8.0,96.0,31.52777777777778,47,Tuesday,False,1
kiwi,2026-01-28,868.983333333333,122.8499999999978,130.4999999999976,0.0,317.6666666666736,0.0,,,,57.17391304347826,50.0,81.0,23.0,5.765432098765432,4.0,9.0,81.0,21.7,28,Wednesday,False,1
kiwi,2026-01-29,929.8833333333305,93.2166666666654,113.36666666666444,0.0,303.53333333333956,0.0,,,,56.5,50.0,70.0,34.0,5.925,4.0,10.0,80.0,26.344827586206897,43,Thursday,False,1
kiwi,2026-01-30,821.8666666666641,133.84999999999815,144.21666666666567,0.0,340.06666666667417,0.0,,,,57.72549019607843,50.0,75.0,51.0,6.204545454545454,4.0,8.0,88.0,27.620689655172413,42,Friday,False,1
kiwi,2026-01-31,949.9833333333313,99.7833333333318,104.86666666666477,0.0,285.36666666667134,0.0,,,,54.0,50.0,67.0,24.0,6.336134453781512,4.0,9.0,119.0,16.0,41,Saturday,True,1
kiwi,2026-02-01,895.5666666666639,90.78333333333228,133.8166666666644,0.0,319.8333333333404,0.0,,,,56.2,50.0,63.0,30.0,5.906779661016949,4.0,15.0,118.0,11.272727272727273,32,Sunday,True,2
kiwi,2026-02-02,903.9999999999978,127.84999999999786,135.21666666666442,0.0,272.93333333334226,0.0,,,,56.666666666666664,50.0,72.0,24.0,5.890909090909091,4.0,12.0,110.0,29.214285714285715,43,Monday,False,2
kiwi,2026-02-03,938.0499999999968,106.4666666666649,108.64999999999804,0.0,286.83333333333803,0.0,,,,55.02127659574468,50.0,70.0,47.0,5.573333333333333,4.0,7.0,75.0,21.84375,42,Tuesday,False,2
kiwi,2026-02-04,909.9000000000007,120.93333333333103,124.46666666666451,0.0,284.7000000000068,0.0,,,,57.95454545454545,50.0,85.0,22.0,7.411290322580645,4.0,15.0,124.0,20.724137931034484,35,Wednesday,False,2
kiwi,2026-02-05,841.3499999999999,108.51666666666475,128.86666666666383,0.0,361.2666666666748,0.0,,,,58.53191489361702,50.0,98.0,47.0,6.683760683760684,5.0,8.0,117.0,18.926829268292682,41,Thursday,False,2
kiwi,2026-02-06,803.1499999999971,117.04999999999805,133.9999999999982,0.0,385.8000000000062,0.0,,,,55.38461538461539,50.0,78.0,39.0,6.121621621621622,4.0,7.0,74.0,18.08108108108108,41,Friday,False,2
kiwi,2026-02-07,982.0333333333318,82.94999999999916,95.16666666666528,0.0,279.8500000000067,0.0,,,,58.023809523809526,50.0,75.0,42.0,5.4375,4.0,7.0,64.0,27.18421052631579,44,Saturday,True,2
kiwi,2026-02-08,922.116666666664,96.63333333333195,120.08333333333097,0.0,301.1666666666726,0.0,,,,61.86486486486486,50.0,88.0,37.0,6.864583333333333,5.0,10.0,96.0,28.71698113207547,43,Sunday,True,2
kiwi,2026-02-09,889.0499999999964,127.14999999999775,117.74999999999744,0.0,306.0500000000062,0.0,,,,55.282051282051285,50.0,63.0,39.0,5.989130434782608,4.0,13.0,92.0,19.295454545454547,42,Monday,False,2
kiwi,2026-02-10,958.5499999999976,108.93333333333142,111.31666666666466,0.0,261.2000000000051,0.0,,,,54.464285714285715,50.0,65.0,28.0,6.144329896907217,4.0,8.0,97.0,19.833333333333332,35,Tuesday,False,2
kiwi,2026-02-11,907.7999999999981,106.61666666666487,117.3499999999977,0.0,308.2333333333407,0.0,,,,57.0,50.0,70.0,21.0,7.191489361702128,4.0,10.0,94.0,29.6875,40,Wednesday,False,2
kiwi,2026-02-12,859.7833333333319,112.39999999999803,117.76666666666429,0.0,350.0500000000048,0.0,,,,56.81818181818182,50.0,67.0,22.0,6.8,4.0,10.0,70.0,20.272727272727273,37,Thursday,False,2
kiwi,2026-02-13,828.033333333332,135.7833333333312,147.49999999999915,0.0,328.68333333334,0.0,,,,57.325,50.0,78.0,40.0,5.909090909090909,4.0,8.0,44.0,13.5,34,Friday,False,2
kiwi,2026-02-14,791.6333333333336,103.93333333333169,130.2666666666642,0.0,414.16666666667203,0.0,,,,60.02857142857143,50.0,88.0,35.0,5.9855072463768115,4.0,9.0,69.0,10.1,33,Saturday,True,2
kiwi,2026-02-15,848.8166666666642,122.94999999999756,138.1166666666651,0.0,330.11666666667224,0.0,,,,57.596774193548384,50.0,75.0,62.0,6.222222222222222,4.0,10.0,81.0,27.6,40,Sunday,True,2
kiwi,2026-02-16,353.06666666666723,47.766666666666616,28.783333333333434,0.0,1010.383333333332,0.0,,,,53.81818181818182,50.0,56.0,11.0,4.25,4.0,5.0,8.0,26.551724137931036,43,Monday,False,2
kiwi,2026-02-17,871.6499999999986,111.88333333333138,125.3833333333307,0.0,331.0833333333409,0.0,,,,55.945454545454545,50.0,110.0,55.0,6.292134831460674,4.0,8.0,89.0,27.425531914893618,41,Tuesday,False,2
kiwi,2026-02-18,782.5500000000006,133.63333333333125,144.63333333333145,0.0,379.183333333341,0.0,,,,54.509803921568626,50.0,65.0,51.0,6.408450704225352,5.0,14.0,71.0,31.82758620689655,46,Wednesday,False,2
kiwi,2026-02-19,772.6999999999991,138.98333333333167,169.03333333333353,0.0,359.2833333333422,0.0,,,,54.73809523809524,50.0,65.0,42.0,6.014285714285714,4.0,13.0,70.0,16.060606060606062,29,Thursday,False,2
kiwi,2026-02-20,753.0166666666674,148.5333333333322,170.95000000000084,0.0,367.500000000009,0.0,,,,55.395348837209305,50.0,70.0,43.0,6.720588235294118,4.0,15.0,68.0,22.285714285714285,34,Friday,False,2
kiwi,2026-02-21,811.6499999999987,150.49999999999926,157.11666666666676,0.0,320.7333333333394,0.0,,,,54.69565217391305,50.0,65.0,46.0,6.25,4.0,9.0,64.0,25.77777777777778,38,Saturday,True,2
kiwi,2026-02-22,855.4999999999976,121.24999999999773,145.9499999999989,0.0,317.3000000000087,0.0,,,,55.148148148148145,50.0,85.0,27.0,5.984375,4.0,8.0,64.0,23.09090909090909,34,Sunday,True,2
kiwi,2026-02-23,706.5999999999998,138.86666666666542,182.11666666666673,0.0,412.41666666667817,0.0,,,,57.27777777777778,50.0,88.0,36.0,6.186046511627907,4.0,10.0,43.0,25.083333333333332,39,Monday,False,2
kiwi,2026-02-24,792.0666666666642,133.69999999999828,148.24999999999906,0.0,365.98333333334165,0.0,,,,55.787234042553195,50.0,67.0,47.0,6.125,4.0,8.0,64.0,27.5,36,Tuesday,False,2
kiwi,2026-02-25,891.1166666666647,124.49999999999757,128.04999999999725,0.0,296.3333333333404,0.0,,,,54.28888888888889,50.0,65.0,45.0,6.225806451612903,4.0,9.0,31.0,27.0,37,Wednesday,False,2
kiwi,2026-02-26,657.6666666666675,170.38333333333446,188.63333333333534,0.0,423.31666666667786,0.0,,,,56.291666666666664,50.0,65.0,24.0,6.7407407407407405,4.0,13.0,27.0,25.107142857142858,42,Thursday,False,2
kiwi,2026-02-27,880.3833333333314,134.58333333333144,130.91666666666418,0.0,294.1166666666743,0.0,,,,55.2,50.0,65.0,60.0,6.0,5.0,9.0,47.0,20.833333333333332,27,Friday,False,2
kiwi,2026-02-28,756.9666666666667,157.2000000000001,159.6000000000008,0.0,366.2333333333427,0.0,,,,58.63157894736842,50.0,85.0,19.0,6.314285714285714,4.0,15.0,35.0,27.666666666666668,39,Saturday,True,2
kiwi,2026-03-01,783.7500000000016,141.71666666666565,151.59999999999908,0.0,362.93333333334164,0.0,,,,53.06896551724138,50.0,61.0,29.0,5.774193548387097,4.0,8.0,62.0,20.3,35,Sunday,True,3
kiwi,2026-03-02,683.3666666666676,179.55000000000098,168.6166666666675,0.0,408.46666666667704,0.0,,,,57.148148148148145,50.0,81.0,27.0,6.478260869565218,4.0,8.0,23.0,21.0,34,Monday,False,3
kiwi,2026-03-03,660.7500000000014,150.03333333333177,159.8499999999999,0.0,469.3666666666766,0.0,,,,56.69230769230769,50.0,79.0,26.0,6.341463414634147,4.0,9.0,41.0,18.9375,38,Tuesday,False,3
kiwi,2026-03-04,669.9166666666686,164.8166666666677,182.48333333333673,0.0,422.78333333334257,0.0,,,,57.25,50.0,93.0,28.0,6.026315789473684,4.0,8.0,38.0,20.5,34,Wednesday,False,3
kiwi,2026-03-05,838.6666666666665,143.51666666666517,141.699999999998,0.0,316.116666666673,0.0,,,,54.645161290322584,50.0,67.0,31.0,6.052631578947368,4.0,8.0,38.0,28.375,36,Thursday,False,3
kiwi,2026-03-06,877.2833333333317,136.99999999999824,135.84999999999843,0.0,289.86666666667446,0.0,,,,56.95454545454545,50.0,67.0,44.0,6.206521739130435,4.0,21.0,92.0,24.40625,39,Friday,False,3
kiwi,2026-03-07,847.1666666666662,119.04999999999765,140.3166666666654,0.0,333.4666666666756,0.0,,,,58.36,50.0,72.0,75.0,6.042105263157895,4.0,9.0,95.0,20.3125,36,Saturday,True,3
kiwi,2026-03-08,996.2666666666643,92.44999999999882,108.53333333333134,0.0,242.75000000000685,0.0,,,,55.136986301369866,50.0,67.0,73.0,5.522388059701493,4.0,11.0,67.0,21.571428571428573,32,Sunday,True,3
kiwi,2026-03-09,905.7333333333313,119.39999999999797,119.79999999999747,0.0,295.06666666667434,0.0,,,,57.32608695652174,50.0,117.0,92.0,5.8979591836734695,4.0,8.0,98.0,24.555555555555557,33,Monday,False,3
kiwi,2026-03-10,839.0999999999979,112.56666666666459,132.28333333333103,0.0,356.0500000000072,0.0,,,,57.63095238095238,50.0,78.0,84.0,5.728395061728395,4.0,11.0,81.0,25.333333333333332,35,Tuesday,False,3
kiwi,2026-03-11,893.9666666666623,118.84999999999805,132.36666666666437,0.0,294.81666666667473,0.0,,,,57.09090909090909,50.0,93.0,55.0,6.463414634146342,4.0,10.0,123.0,19.77777777777778,21,Wednesday,False,3
kiwi,2026-03-12,880.7999999999992,121.71666666666421,130.63333333333068,0.0,306.8500000000067,0.0,,,,55.08695652173913,50.0,81.0,46.0,6.166666666666667,5.0,12.0,60.0,26.8125,37,Thursday,False,3
kiwi,2026-03-13,872.7499999999974,125.59999999999755,124.11666666666375,0.0,317.53333333334086,0.0,,,,53.06382978723404,50.0,67.0,47.0,6.2631578947368425,5.0,13.0,57.0,26.076923076923077,35,Friday,False,3
kiwi,2026-03-14,745.0333333333296,126.6999999999975,161.1000000000005,0.0,407.1666666666732,0.0,,,,56.470588235294116,50.0,67.0,51.0,6.037037037037037,4.0,13.0,81.0,20.0,32,Saturday,True,3
kiwi,2026-03-15,873.6499999999972,151.34999999999934,141.4833333333308,0.0,273.5166666666739,0.0,,,,56.81651376146789,50.0,103.0,109.0,5.541666666666667,4.0,8.0,48.0,19.5,33,Sunday,True,3
kiwi,2026-03-16,838.9833333333311,142.01666666666478,140.41666666666472,0.0,318.58333333334065,0.0,,,,55.217948717948715,50.0,75.0,78.0,6.096774193548387,4.0,9.0,62.0,24.0,35,Monday,False,3
kiwi,2026-03-17,880.4999999999977,121.69999999999766,121.06666666666423,0.0,316.73333333333875,0.0,,,,57.416666666666664,50.0,98.0,36.0,7.03921568627451,4.0,17.0,102.0,30.5,35,Tuesday,False,3
kiwi,2026-03-18,727.5999999999985,152.23333333333227,169.0500000000009,0.0,391.1166666666769,0.0,,,,56.22222222222222,50.0,86.0,45.0,7.288135593220339,5.0,14.0,59.0,22.428571428571427,34,Wednesday,False,3
kiwi,2026-03-19,862.9333333333328,141.51666666666537,143.58333333333172,0.0,291.9666666666752,0.0,,,,54.42857142857143,50.0,85.0,42.0,6.149253731343284,4.0,16.0,67.0,25.333333333333332,32,Thursday,False,3
kiwi,2026-03-20,763.4833333333298,123.3666666666644,147.91666666666558,0.0,405.2333333333417,0.0,,,,54.81481481481482,50.0,98.0,27.0,5.7924528301886795,4.0,9.0,53.0,26.8,33,Friday,False,3
kiwi,2026-03-21,730.166666666664,102.58333333333172,120.69999999999754,0.0,486.5500000000075,0.0,,,,55.77358490566038,50.0,70.0,53.0,5.653061224489796,4.0,7.0,49.0,28.333333333333332,32,Saturday,True,3
kiwi,2026-03-22,510.0000000000007,106.09999999999853,116.44999999999757,119.88333333333333,587.5666666666605,0.0,,,,58.642857142857146,50.0,93.0,28.0,6.2105263157894735,5.0,7.0,38.0,36.767857142857146,48,Sunday,True,3
kiwi,2026-03-23,714.2499999999995,164.05000000000024,162.966666666668,0.0,398.73333333334244,0.0,,,,56.111111111111114,50.0,81.0,27.0,7.2592592592592595,5.0,9.0,27.0,19.0,27,Monday,False,3
kiwi,2026-03-24,835.3499999999999,155.96666666666658,141.96666666666553,0.0,306.71666666667466,0.0,,,,58.15384615384615,50.0,75.0,26.0,7.36986301369863,5.0,21.0,73.0,27.4,28,Tuesday,False,3
kiwi,2026-03-25,887.5166666666669,138.4166666666649,127.83333333333051,0.0,286.23333333334017,0.0,,,,60.303030303030305,50.0,98.0,33.0,7.5606060606060606,5.0,11.0,66.0,27.333333333333332,33,Wednesday,False,3
kiwi,2026-03-26,792.8999999999969,134.38333333333105,148.86666666666616,0.0,363.85000000000724,0.0,,,,57.86206896551724,50.0,93.0,29.0,6.634920634920635,5.0,9.0,63.0,21.22222222222222,33,Thursday,False,3
kiwi,2026-03-27,801.1833333333311,117.03333333333119,140.9333333333318,0.0,380.8500000000084,0.0,,,,59.810810810810814,50.0,78.0,37.0,6.879518072289157,5.0,10.0,83.0,24.125,34,Friday,False,3
kiwi,2026-03-28,849.1833333333325,123.51666666666434,141.49999999999844,0.0,325.800000000007,0.0,,,,59.404761904761905,50.0,88.0,42.0,6.617647058823529,5.0,9.0,68.0,33.0,44,Saturday,True,3
kiwi,2026-03-29,713.2499999999978,132.2166666666644,154.43333333333283,0.0,440.1000000000087,0.0,,,,59.57575757575758,50.0,78.0,33.0,6.530612244897959,5.0,11.0,49.0,14.285714285714286,32,Sunday,True,3
kiwi,2026-03-30,773.9166666666637,129.0999999999979,146.43333333333192,0.0,390.5500000000091,0.0,,,,56.283018867924525,50.0,83.0,53.0,6.426229508196721,5.0,9.0,61.0,20.166666666666668,28,Monday,False,3
kiwi,2026-03-31,682.5833333333325,173.10000000000127,189.70000000000377,0.0,394.6166666666753,0.0,,,,74.76086956521739,50.0,110.0,46.0,8.28,4.0,12.0,50.0,21.5,26,Tuesday,False,3
kiwi,2026-04-01,791.0999999999982,140.46666666666502,149.38333333333298,0.0,359.0500000000087,0.0,,,,62.8125,50.0,81.0,32.0,7.464285714285714,6.0,15.0,84.0,23.333333333333332,36,Wednesday,False,4
kiwi,2026-04-02,741.699999999999,138.06666666666516,167.2666666666677,0.0,392.9666666666745,0.0,,,,57.333333333333336,50.0,81.0,75.0,6.4,5.0,10.0,75.0,21.0,29,Thursday,False,4
kiwi,2026-04-03,857.7333333333313,140.63333333333193,133.5666666666647,0.0,308.066666666674,0.0,,,,57.8955223880597,50.0,75.0,67.0,6.486486486486487,5.0,13.0,37.0,23.0,30,Friday,False,4
kiwi,2026-04-04,771.8666666666653,154.1333333333334,157.7166666666671,0.0,356.2833333333421,0.0,,,,55.666666666666664,50.0,67.0,36.0,6.871428571428571,5.0,9.0,70.0,25.375,33,Saturday,True,4
kiwi,2026-04-05,757.4999999999972,137.11666666666505,147.8333333333327,0.0,397.5500000000095,0.0,,,,59.721311475409834,50.0,98.0,61.0,6.910714285714286,5.0,12.0,56.0,23.88888888888889,30,Sunday,True,4
kiwi,2026-04-06,718.283333333334,146.4833333333323,157.71666666666727,0.0,417.5166666666748,0.0,,,,58.355555555555554,50.0,81.0,45.0,6.808219178082192,4.0,14.0,73.0,26.966666666666665,31,Monday,False,4
kiwi,2026-04-07,726.349999999999,155.03333333333322,165.16666666666788,0.0,393.4500000000084,0.0,,,,57.967213114754095,50.0,93.0,61.0,6.732142857142857,5.0,11.0,56.0,21.517241379310345,32,Tuesday,False,4
kiwi,2026-04-08,749.7499999999957,128.99999999999739,149.84999999999937,0.0,411.4000000000096,0.0,,,,58.170212765957444,50.0,93.0,47.0,6.557142857142857,4.0,9.0,70.0,20.625,34,Wednesday,False,4
kiwi,2026-04-09,836.5499999999976,132.24999999999773,141.74999999999852,0.0,329.4500000000088,0.0,,,,64.95238095238095,50.0,98.0,63.0,7.425925925925926,5.0,34.0,54.0,28.85,35,Thursday,False,4
kiwi,2026-04-10,887.7166666666652,152.2499999999994,150.28333333333256,0.0,249.75000000000725,0.0,,,,59.51162790697674,50.0,160.0,43.0,6.616438356164384,4.0,22.0,73.0,27.428571428571427,33,Friday,False,4
kiwi,2026-04-11,708.3666666666659,138.16666666666455,200.9333333333384,0.0,392.5333333333395,0.0,,,,56.76315789473684,50.0,103.0,38.0,6.6,5.0,9.0,45.0,23.692307692307693,29,Saturday,True,4
kiwi,2026-04-12,879.1666666666644,115.24999999999832,148.66666666666632,0.0,296.9166666666733,0.0,,,,58.17307692307692,50.0,81.0,52.0,6.257142857142857,5.0,11.0,70.0,18.5,30,Sunday,True,4
kiwi,2026-04-13,806.8333333333294,127.26666666666387,146.21666666666565,0.0,359.6833333333412,0.0,,,,62.0,50.0,110.0,54.0,6.36734693877551,4.0,13.0,49.0,25.636363636363637,38,Monday,False,4
kiwi,2026-04-14,760.4833333333308,157.23333333333335,172.10000000000224,3.0166666666666666,347.1666666666754,0.0,,,,60.578125,50.0,95.0,64.0,7.556962025316456,4.0,19.0,79.0,23.571428571428573,32,Tuesday,False,4
kiwi,2026-04-15,801.2666666666657,148.01666666666583,161.08333333333357,0.0,329.6333333333418,0.0,,,,56.8,50.0,76.0,40.0,7.571428571428571,4.0,34.0,70.0,26.545454545454547,36,Wednesday,False,4
kiwi,2026-04-16,777.3999999999961,148.83333333333277,166.16666666666796,0.0,347.6000000000083,0.0,,,,58.22222222222222,50.0,93.0,27.0,6.782608695652174,5.0,12.0,46.0,25.428571428571427,35,Thursday,False,4
kiwi,2026-04-17,918.3666666666655,134.63333333333105,122.74999999999729,0.0,264.2500000000083,0.0,,,,56.98360655737705,50.0,67.0,61.0,6.625,5.0,11.0,64.0,30.0,35,Friday,False,4
kiwi,2026-04-18,878.8499999999982,129.28333333333092,132.34999999999795,0.0,299.5166666666744,0.0,,,,54.411764705882355,50.0,75.0,34.0,6.254901960784314,5.0,8.0,51.0,31.36842105263158,40,Saturday,True,4
kiwi,2026-04-19,617.1833333333337,134.96666666666468,185.0000000000041,102.53333333333333,400.31666666667536,0.0,,,,66.8780487804878,50.0,98.0,41.0,6.594594594594595,5.0,11.0,37.0,34.23913043478261,47,Sunday,True,4
kiwi,2026-04-20,745.7499999999974,152.93333333333354,154.83333333333425,0.0,386.48333333334034,0.0,,,,56.13333333333333,50.0,72.0,45.0,6.870967741935484,5.0,10.0,31.0,24.5,33,Monday,False,4
kiwi,2026-04-21,734.3333333333314,141.28333333333174,161.33333333333437,0.0,403.0500000000077,0.0,,,,57.473684210526315,50.0,88.0,38.0,7.2272727272727275,5.0,9.0,44.0,27.5,35,Tuesday,False,4
kiwi,2026-04-22,803.6666666666647,126.64999999999756,143.4666666666649,0.0,366.21666666667466,0.0,,,,60.208333333333336,51.0,85.0,48.0,6.921875,5.0,11.0,64.0,25.5,33,Wednesday,False,4
kiwi,2026-04-23,858.0999999999968,116.31666666666455,137.7666666666651,0.0,327.81666666667377,0.0,,,,57.75757575757576,50.0,78.0,33.0,8.06,6.0,17.0,50.0,27.9,33,Thursday,False,4
kiwi,2026-04-24,740.1999999999973,147.46666666666573,167.85000000000022,0.0,384.4833333333426,0.0,,,,57.12903225806452,50.0,93.0,31.0,7.157894736842105,5.0,15.0,38.0,26.76923076923077,37,Friday,False,4
kiwi,2026-04-25,958.0833333333322,101.61666666666514,116.1333333333308,0.0,264.166666666676,0.0,,,,56.270270270270274,50.0,72.0,37.0,6.7936507936507935,5.0,22.0,126.0,26.928571428571427,37,Saturday,True,4
kiwi,2026-04-26,991.2499999999982,99.91666666666511,115.2499999999979,0.0,233.58333333333957,0.0,,,,55.15384615384615,50.0,65.0,26.0,6.589473684210526,4.0,13.0,95.0,27.75,29,Sunday,True,4
kiwi,2026-04-27,773.4166666666652,143.2833333333324,155.03333333333393,0.0,368.2666666666772,0.0,,,,56.05882352941177,50.0,93.0,34.0,7.231578947368421,5.0,37.0,95.0,28.615384615384617,37,Monday,False,4
