perro,fecha,hora,min_reposo,min_calma,min_activo,min_intenso,min_sin_datos,min_otros
cherry,2026-02-26,22,22.516666666666673,1.1833333333333342,5.749999999999996,0.0,30.55000000000001,0.0
cherry,2026-02-26,23,51.88333333333334,0.8333333333333334,2.1166666666666667,0.0,5.166666666666666,0.0
cherry,2026-02-27,0,56.85,0.6333333333333333,1.0500000000000003,0.0,1.4666666666666663,0.0
cherry,2026-02-27,1,57.04999999999999,0.6000000000000001,0.5833333333333334,0.0,1.766666666666667,0.0
cherry,2026-02-27,2,53.36666666666666,1.6666666666666667,1.4833333333333334,0.0,3.4833333333333334,0.0
cherry,2026-02-27,3,55.85,1.2000000000000002,1.0333333333333339,0.0,1.916666666666667,0.0
cherry,2026-02-27,4,55.166666666666664,1.3333333333333337,1.0666666666666669,0.0,2.433333333333333,0.0
cherry,2026-02-27,5,54.716666666666676,1.316666666666667,1.2833333333333343,0.0,2.683333333333332,0.0
cherry,2026-02-27,6,32.48333333333333,1.05,6.149999999999996,0.0,20.316666666666688,0.0
cherry,2026-02-27,7,33.25,1.7000000000000002,3.9000000000000004,0.0,21.150000000000013,0.0
cherry,2026-02-27,8,53.433333333333344,1.0333333333333337,1.6,0.0,3.9333333333333336,0.0
cherry,2026-02-27,9,24.716666666666676,3.249999999999996,6.749999999999991,0.0,25.28333333333336,0.0
cherry,2026-02-27,10,12.850000000000001,6.0333333333333234,10.866666666666678,0.0,30.250000000000057,0.0
cherry,2026-02-27,11,24.816666666666684,7.933333333333324,9.28333333333333,0.0,17.966666666666693,0.0
cherry,2026-02-27,12,45.95,3.2166666666666646,3.5166666666666653,0.0,7.316666666666664,0.0
cherry,2026-02-27,13,43.46666666666667,2.733333333333331,4.399999999999998,0.0,9.399999999999993,0.0
cherry,2026-02-27,14,19.033333333333346,4.733333333333331,9.183333333333332,0.0,27.050000000000033,0.0
cherry,2026-02-27,15,22.21666666666667,4.949999999999994,8.983333333333329,0.0,23.85000000000002,0.0
cherry,2026-02-27,16,10.483333333333334,4.333333333333329,7.266666666666658,0.0,37.91666666666667,0.0
cherry,2026-02-27,17,25.433333333333334,3.3499999999999983,5.016666666666663,0.0,26.200000000000014,0.0
cherry,2026-02-27,18,38.866666666666674,3.199999999999999,5.833333333333326,0.0,12.100000000000014,0.0
cherry,2026-02-27,19,52.68333333333334,1.5666666666666664,2.2333333333333334,0.0,3.516666666666665,0.0
cherry,2026-02-27,20,56.81666666666666,0.9333333333333335,0.49999999999999994,0.0,1.75,0.0
cherry,2026-02-27,21,53.283333333333346,0.7666666666666668,1.366666666666667,0.0,4.58333333333333,0.0
cherry,2026-02-27,22,55.18333333333334,1.05,1.1333333333333337,0.0,2.6333333333333324,0.0
cherry,2026-02-27,23,38.46666666666667,1.7500000000000013,4.449999999999998,0.0,15.333333333333366,0.0
cherry,2026-02-28,0,23.05,1.5333333333333334,4.849999999999997,0.0,30.5666666666667,0.0
cherry,2026-02-28,1,28.566666666666663,2.1833333333333336,6.466666666666662,0.0,22.783333333333356,0.0
cherry,2026-02-28,2,55.083333333333336,1.1000000000000005,1.4000000000000004,0.0,2.416666666666666,0.0
cherry,2026-02-28,3,55.833333333333336,1.1666666666666672,1.0500000000000003,0.0,1.9500000000000004,0.0
cherry,2026-02-28,4,56.66666666666667,0.8500000000000001,0.6833333333333335,0.0,1.8000000000000003,0.0
cherry,2026-02-28,5,56.2,0.9833333333333336,0.9833333333333336,0.0,1.8333333333333341,0.0
cherry,2026-02-28,6,54.516666666666666,0.916666666666667,1.1166666666666671,0.0,3.4499999999999984,0.0
cherry,2026-02-28,7,38.80000000000001,1.2000000000000006,5.9166666666666625,0.0,14.083333333333343,0.0
cherry,2026-02-28,8,38.65,2.499999999999999,4.649999999999996,0.0,14.200000000000006,0.0
cherry,2026-02-28,9,49.75,0.6,1.9666666666666666,0.0,7.683333333333331,0.0
cherry,2026-02-28,10,23.15,5.249999999999995,9.766666666666664,0.0,21.833333333333364,0.0
cherry,2026-02-28,11,21.433333333333344,11.683333333333348,12.55000000000001,0.0,14.333333333333352,0.0
cherry,2026-02-28,12,20.85,7.733333333333324,11.866666666666669,0.0,19.55000000000004,0.0
cherry,2026-02-28,13,1.3166666666666669,9.700000000000008,17.050000000000026,0.0,31.93333333333337,0.0
cherry,2026-02-28,14,19.28333333333334,6.433333333333325,6.749999999999994,0.0,27.53333333333336,0.0
cherry,2026-02-28,15,27.43333333333333,3.266666666666665,5.749999999999998,0.0,23.550000000000036,0.0
cherry,2026-02-28,16,24.91666666666669,2.4499999999999993,4.7833333333333306,0.0,27.85000000000002,0.0
cherry,2026-02-28,17,8.149999999999993,4.08333333333333,8.366666666666653,0.0,39.39999999999998,0.0
cherry,2026-02-28,18,20.649999999999995,6.483333333333323,11.08333333333334,0.0,21.78333333333336,0.0
cherry,2026-02-28,19,56.25000000000001,0.6500000000000002,1.1000000000000003,0.0,2.0,0.0
cherry,2026-02-28,20,44.18333333333333,1.0833333333333337,3.65,0.0,11.083333333333341,0.0
cherry,2026-02-28,21,16.216666666666665,1.4166666666666672,7.716666666666656,0.0,34.64999999999998,0.0
cherry,2026-02-28,22,54.38333333333334,0.9000000000000004,1.6000000000000005,0.0,3.1166666666666663,0.0
cherry,2026-02-28,23,37.06666666666666,1.2833333333333334,2.1666666666666665,0.0,19.483333333333338,0.0
cherry,2026-03-01,0,43.63333333333333,1.0833333333333337,3.733333333333331,0.0,11.550000000000011,0.0
cherry,2026-03-01,1,55.56666666666667,1.3000000000000003,1.1833333333333333,0.0,1.9500000000000006,0.0
cherry,2026-03-01,2,56.58333333333333,0.6166666666666667,0.6166666666666667,0.0,2.1833333333333336,0.0
cherry,2026-03-01,3,55.566666666666684,1.3833333333333337,1.1333333333333333,0.0,1.916666666666667,0.0
cherry,2026-03-01,4,54.4,2.05,1.4166666666666667,0.0,2.1333333333333333,0.0
cherry,2026-03-01,5,54.31666666666666,1.683333333333334,1.6666666666666672,0.0,2.333333333333333,0.0
cherry,2026-03-01,6,55.733333333333334,0.9333333333333337,1.2333333333333336,0.0,2.1,0.0
cherry,2026-03-01,7,47.31666666666668,2.3166666666666673,2.7999999999999994,0.0,7.566666666666663,0.0
cherry,2026-03-01,8,44.68333333333333,0.7166666666666668,1.7500000000000002,0.0,12.850000000000012,0.0
cherry,2026-03-01,9,46.48333333333333,0.4666666666666667,1.2000000000000004,0.0,11.849999999999998,0.0
cherry,2026-03-01,10,7.099999999999994,4.066666666666664,10.716666666666665,0.0,38.11666666666662,0.0
cherry,2026-03-01,11,20.28333333333335,4.399999999999995,8.566666666666658,0.0,26.75000000000004,0.0
cherry,2026-03-01,12,8.066666666666663,4.633333333333329,8.999999999999993,0.0,38.29999999999996,0.0
cherry,2026-03-01,13,7.6999999999999975,2.5833333333333335,8.983333333333336,0.0,40.73333333333333,0.0
cherry,2026-03-01,14,15.183333333333337,4.933333333333328,8.199999999999989,0.0,31.68333333333336,0.0
cherry,2026-03-01,15,18.46666666666668,5.416666666666659,7.849999999999989,0.0,28.26666666666669,0.0
cherry,2026-03-01,16,22.36666666666666,6.016666666666657,9.533333333333328,0.0,22.08333333333338,0.0
cherry,2026-03-01,17,54.41666666666667,1.0666666666666669,1.383333333333334,0.0,3.1333333333333333,0.0
cherry,2026-03-01,18,31.81666666666667,3.8666666666666627,6.4333333333333265,0.0,17.88333333333338,0.0
cherry,2026-03-01,19,14.833333333333334,7.849999999999986,11.36666666666667,0.0,25.950000000000024,0.0
cherry,2026-03-01,20,20.183333333333334,4.533333333333329,11.566666666666674,0.0,23.716666666666697,0.0
cherry,2026-03-01,21,57.78333333333334,0.49999999999999994,0.65,0.0,1.0666666666666673,0.0
cherry,2026-03-01,22,29.05000000000001,2.3499999999999988,4.466666666666664,0.0,24.13333333333335,0.0
cherry,2026-03-01,23,56.03333333333334,0.8000000000000002,0.9166666666666672,0.0,2.2499999999999996,0.0
cherry,2026-03-02,0,58.03333333333333,0.6333333333333335,0.6166666666666667,0.0,0.7166666666666669,0.0
cherry,2026-03-02,1,55.85,0.8166666666666669,1.1666666666666672,0.0,2.166666666666667,0.0
cherry,2026-03-02,2,55.31666666666667,0.9833333333333336,0.9833333333333335,0.0,2.7166666666666663,0.0
cherry,2026-03-02,3,55.23333333333332,1.45,1.3000000000000003,0.0,2.016666666666667,0.0
cherry,2026-03-02,4,56.05000000000001,1.0833333333333333,0.9833333333333338,0.0,1.8833333333333342,0.0
cherry,2026-03-02,5,55.63333333333333,0.7666666666666667,0.9500000000000002,0.0,2.6499999999999995,0.0
cherry,2026-03-02,6,53.48333333333335,1.3333333333333341,1.7333333333333336,0.0,3.4499999999999984,0.0
cherry,2026-03-02,7,52.63333333333332,1.1500000000000004,1.95,0.0,4.266666666666666,0.0
cherry,2026-03-02,8,9.21666666666666,5.4333333333333265,9.416666666666666,0.0,35.933333333333394,0.0
cherry,2026-03-02,9,15.483333333333338,6.216666666666658,12.216666666666686,0.0,26.083333333333368,0.0
cherry,2026-03-02,10,38.80000000000001,1.6666666666666667,3.583333333333333,0.0,15.950000000000024,0.0
cherry,2026-03-02,11,6.916666666666664,4.799999999999998,9.566666666666665,0.0,38.71666666666663,0.0
cherry,2026-03-02,12,15.016666666666671,7.699999999999988,11.60000000000001,0.0,25.68333333333335,0.0
cherry,2026-03-02,13,5.5,3.916666666666665,6.616666666666661,0.0,43.96666666666664,0.0
cherry,2026-03-02,14,30.9,3.8166666666666655,6.28333333333333,0.0,19.000000000000007,0.0
cherry,2026-03-02,15,37.349999999999994,2.15,6.949999999999996,0.0,13.550000000000008,0.0
cherry,2026-03-02,16,32.48333333333335,1.5666666666666664,3.716666666666666,0.0,22.23333333333335,0.0
cherry,2026-03-02,17,10.200000000000003,4.266666666666663,9.499999999999996,0.0,36.03333333333335,0.0
cherry,2026-03-02,18,14.666666666666673,6.24999999999999,12.100000000000023,0.0,26.983333333333405,0.0
cherry,2026-03-02,19,24.516666666666673,4.216666666666665,7.366666666666657,0.0,23.900000000000034,0.0
cherry,2026-03-02,20,51.75000000000001,1.3,2.1333333333333337,0.0,4.816666666666663,0.0
cherry,2026-03-02,21,53.88333333333333,0.8500000000000002,1.4833333333333336,0.0,3.7833333333333323,0.0
cherry,2026-03-02,22,54.300000000000004,1.2500000000000007,1.5166666666666673,0.0,2.933333333333333,0.0
cherry,2026-03-02,23,22.849999999999998,4.566666666666664,10.749999999999996,0.0,21.833333333333382,0.0
cherry,2026-03-03,0,54.46666666666668,1.5833333333333335,1.3666666666666667,0.0,2.583333333333332,0.0
cherry,2026-03-03,1,55.400000000000006,1.0166666666666668,1.4500000000000006,0.0,2.1333333333333337,0.0
cherry,2026-03-03,2,55.71666666666666,0.6833333333333335,1.1666666666666667,0.0,2.433333333333333,0.0
cherry,2026-03-03,3,57.03333333333333,0.6333333333333334,0.9000000000000002,0.0,1.4333333333333336,0.0
cherry,2026-03-03,4,57.21666666666666,0.49999999999999994,0.6000000000000001,0.0,1.6833333333333336,0.0
cherry,2026-03-03,5,54.18333333333333,1.1833333333333342,2.0666666666666673,0.0,2.5666666666666664,0.0
cherry,2026-03-03,6,56.13333333333335,0.7000000000000002,1.1999999999999997,0.0,1.9666666666666668,0.0
cherry,2026-03-03,7,37.933333333333344,2.366666666666668,3.5833333333333317,0.0,16.11666666666668,0.0
cherry,2026-03-03,8,19.816666666666677,3.2166666666666646,8.366666666666662,0.0,28.600000000000023,0.0
cherry,2026-03-03,9,5.049999999999998,4.33333333333333,12.966666666666681,0.0,37.65,0.0
cherry,2026-03-03,10,1.9166666666666674,1.916666666666667,6.083333333333326,0.0,50.08333333333334,0.0
cherry,2026-03-03,11,33.16666666666666,2.933333333333332,5.099999999999995,0.0,18.800000000000026,0.0
cherry,2026-03-03,12,17.7,4.533333333333329,9.66666666666667,0.0,28.100000000000037,0.0
cherry,2026-03-03,13,19.416666666666675,6.566666666666654,11.950000000000012,0.0,22.066666666666702,0.0
cherry,2026-03-03,14,32.199999999999996,2.050000000000001,4.149999999999999,0.0,21.60000000000002,0.0
cherry,2026-03-03,15,42.78333333333332,1.6333333333333335,2.5333333333333337,0.0,13.050000000000008,0.0
cherry,2026-03-03,16,3.3166666666666673,2.3833333333333333,6.699999999999993,0.0,47.59999999999994,0.0
cherry,2026-03-03,17,24.816666666666666,1.9833333333333345,5.449999999999996,0.0,27.750000000000043,0.0
cherry,2026-03-03,18,14.366666666666669,6.466666666666654,11.600000000000009,0.0,27.566666666666723,0.0
cherry,2026-03-03,19,20.549999999999997,3.9999999999999964,9.683333333333332,0.0,25.76666666666668,0.0
cherry,2026-03-03,20,53.08333333333334,1.1499999999999997,1.9333333333333336,0.0,3.833333333333334,0.0
cherry,2026-03-03,21,56.13333333333333,0.9,0.9166666666666671,0.0,2.0500000000000003,0.0
cherry,2026-03-03,22,30.116666666666674,1.483333333333334,4.749999999999999,0.0,23.650000000000045,0.0
cherry,2026-03-03,23,53.30000000000002,1.4333333333333336,1.6833333333333338,0.0,3.583333333333333,0.0
cherry,2026-03-04,0,54.28333333333333,1.816666666666667,1.1,0.0,2.8,0.0
cherry,2026-03-04,1,58.133333333333326,0.2833333333333333,0.44999999999999996,0.0,1.1333333333333333,0.0
cherry,2026-03-04,2,57.06666666666666,0.5166666666666666,0.9666666666666668,0.0,1.4500000000000002,0.0
cherry,2026-03-04,3,56.15,0.65,1.0333333333333337,0.0,2.1666666666666665,0.0
cherry,2026-03-04,4,54.50000000000001,1.0500000000000003,1.2166666666666672,0.0,3.2333333333333325,0.0
cherry,2026-03-04,5,54.78333333333333,1.1833333333333338,1.5000000000000004,0.0,2.5333333333333328,0.0
cherry,2026-03-04,6,46.916666666666664,1.1333333333333335,4.516666666666664,0.0,7.433333333333328,0.0
cherry,2026-03-04,7,39.15,1.2500000000000007,3.4999999999999996,0.0,16.100000000000012,0.0
cherry,2026-03-04,8,23.066666666666666,1.8333333333333337,5.633333333333327,0.0,29.466666666666693,0.0
cherry,2026-03-04,9,10.700000000000005,5.299999999999993,11.383333333333347,0.0,32.61666666666672,0.0
cherry,2026-03-04,10,12.6,4.766666666666663,9.949999999999994,0.0,32.68333333333338,0.0
cherry,2026-03-04,11,13.716666666666672,5.666666666666659,10.583333333333337,0.0,30.033333333333406,0.0
cherry,2026-03-04,12,9.33333333333333,5.366666666666662,9.166666666666663,0.0,36.13333333333331,0.0
cherry,2026-03-04,13,34.40000000000002,4.166666666666662,7.0666666666666575,0.0,14.366666666666662,0.0
cherry,2026-03-04,14,17.2,3.2499999999999982,11.1,0.0,28.450000000000035,0.0
cherry,2026-03-04,15,18.96666666666667,5.783333333333324,9.216666666666661,0.0,26.03333333333338,0.0
cherry,2026-03-04,16,19.716666666666672,4.4166666666666625,7.549999999999991,0.0,28.31666666666669,0.0
cherry,2026-03-04,17,22.766666666666673,5.666666666666659,8.799999999999992,0.0,22.76666666666669,0.0
cherry,2026-03-04,18,14.683333333333337,4.2499999999999964,7.93333333333332,0.0,33.13333333333334,0.0
cherry,2026-03-04,19,28.5,3.583333333333332,5.866666666666661,0.0,22.050000000000033,0.0
cherry,2026-03-04,20,56.06666666666666,0.6166666666666668,0.8833333333333336,0.0,2.4333333333333322,0.0
cherry,2026-03-04,21,54.5,1.2833333333333339,1.700000000000001,0.0,2.5166666666666657,0.0
cherry,2026-03-04,22,47.96666666666666,1.8333333333333337,2.2500000000000004,0.0,7.949999999999999,0.0
cherry,2026-03-04,23,47.28333333333333,1.5000000000000004,3.4666666666666663,0.0,7.749999999999993,0.0
cherry,2026-03-05,0,57.43333333333334,0.49999999999999994,0.8166666666666669,0.0,1.2500000000000002,0.0
cherry,2026-03-05,1,53.916666666666664,0.9500000000000005,2.116666666666667,0.0,3.0166666666666666,0.0
cherry,2026-03-05,2,55.650000000000006,1.1500000000000008,1.2000000000000004,0.0,2.0,0.0
